;current_year_rank;previous_year_rank;Details;INT’L_revenue_21_Millions;TOTAL_revenue_millionsUSD;2021_NEWCONTRACTS_MIL;GEN_Building;Manufacturing;Power;Water_Supply;Sewer/Waste;Industrial/Petrolium;Transportation;Hazardous_Waste;Telecom;Tag;Firm;City;Country;Year
1322;88;68;CHINA PETROLEUM PIPELINE ENG’G CO. LTD., Landfang, Hebei, China†;881.0;2344.0;2003.9;0;0;0;0;0;99;0;0;0;Y;CHINA PETROLEUM PIPELINE ENG’G CO. LTD.; Landfang,Hebei;China;2017
1323;89;122;RIZZANI DE ECCHER, Pozzuolo del Friuli, Italy†;869.9;1026.1;476.2;38;0;0;1;0;0;53;0;0;Y;RIZZANI DE ECCHER;Pozzuolo del Friuli;Italy;2017
1324;90;103;CHINA JIANGXI CORP . FOR INT’L ECON. & TECH. COOP ., Nanchang, China†;830.3;935.7;1486.1;43;0;10;11;1;0;34;0;0;Y;CHINA JIANGXI CORP . FOR INT’L ECON. & TECH. COOP .;Nanchang;China;2017
1325;91;132;CONTRACTING AND TRADING CO. “C.A.T.”, Beirut, Lebanon†;824.8;825.5;520.0;1;0;0;6;0;87;6;0;0;Y;CONTRACTING AND TRADING CO. “C.A.T.”;Beirut;Lebanon;2017
1326;92;137;GAP INSAAT YATIRIM VE DIS TICARET AS, Istanbul, Turkey ;822.6;847.2;NA;31;0;0;0;0;15;54;0;0;N;GAP INSAAT YATIRIM VE DIS TICARET AS;Istanbul;Turkey;2017
1327;93;128;CHINA ELECTRIC POWER EQUIPMENT & TECHN. CO. LTD., Beijing, China†;810.1;1028.8;115.4;0;0;100;0;0;0;0;0;0;Y;CHINA ELECTRIC POWER EQUIPMENT & TECHN. CO. LTD.;Beijing;China;2017
1328;94;117;ZHEJIANG CONSTRUCTION INVESTMENT GRP ., Hangzhou, Zhejiang, China†;799.6;10808.3;920.9;84;0;0;0;1;0;1;0;15;Y;ZHEJIANG CONSTRUCTION INVESTMENT GRP .; Hangzhou,Zhejiang;China;2017
1329;95;111;ZHONGMEI ENGINEERING GROUP LTD., Nanchang, Jiangxi, China†;797.4;797.4;691.2;22;0;1;19;0;0;58;0;0;Y;ZHONGMEI ENGINEERING GROUP LTD.; Nanchang,Jiangxi;China;2017
1330;96;109;CHINA ZHONGYUAN ENGINEERING CORP ., Beijing, China ;797.3;797.3;NA;0;0;100;0;0;0;0;0;0;N;CHINA ZHONGYUAN ENGINEERING CORP .;Beijing;China;2017
1331;97;99;BONATTI SPA, Parma, Emilia Romagna, Italy†;796.0;846.0;701.0;0;0;0;0;0;100;0;0;0;Y;BONATTI SPA; Parma,Emilia Romagna;Italy;2017
1332;98;**;UNIVERSAL ACARSAN HEALTHCARE & HOSPITAL CONSTR., Gaziantep, Turkey ;790.0;790.0;NA;100;0;0;0;0;0;0;0;0;N;UNIVERSAL ACARSAN HEALTHCARE & HOSPITAL CONSTR.;Gaziantep;Turkey;2017
1333;99;100;CTCI CORP ., Taipei, Taiwan†;787.0;2104.1;699.3;0;7;3;0;6;82;2;0;0;Y;CTCI CORP .;Taipei;Taiwan;2017
1334;100;91;THE ARAB CONTRACTORS CO., Cairo, Egypt†;765.0;2286.0;1000.0;34;0;0;1;4;0;60;0;0;Y;THE ARAB CONTRACTORS CO.;Cairo;Egypt;2017
1335;101;110;BL HARBERT INTERNATIONAL, Birmingham, Ala., U.S.A. ;763.2;1253.9;870.7;100;0;0;0;0;0;0;0;0;N;BL HARBERT INTERNATIONAL; Birmingham,Ala.;U.S.A.;2017
1336;102;97;CGCOC GROUP CO. LTD., Beijing, China†;742.8;748.4;1197.1;18;0;0;38;2;0;41;0;0;Y;CGCOC GROUP CO. LTD.;Beijing;China;2017
1337;103;112;NORINCO INTERNATIONAL COOPERATION LTD., Beijing, China ;741.0;758.3;1502.4;4;0;49;0;0;1;33;0;0;N;NORINCO INTERNATIONAL COOPERATION LTD.;Beijing;China;2017
1338;104;92;CHINA GENERAL TECHNOLOGY (GROUP) HOLDING  CO. LTD., Beijing, China†;727.1;2799.1;2845.8;0;15;69;2;0;0;15;0;0;Y;CHINA GENERAL TECHNOLOGY (GROUP) HOLDING  CO. LTD.;Beijing;China;2017
1339;105;98;NATA CONSTRUCTION TOURISM TRADE AND INDUSTRY CO., Ankara, Turkey†;718.0;1124.0;18.0;0;0;0;0;0;0;94;0;6;Y;NATA CONSTRUCTION TOURISM TRADE AND INDUSTRY CO.;Ankara;Turkey;2017
1340;106;129;CHINA NONFERROUS METAL IND.’S FOREIGN ENG’G & CONSTR., Beijing, China ;694.6;762.3;1657.9;0;0;0;0;0;100;0;0;0;N;CHINA NONFERROUS METAL IND.’S FOREIGN ENG’G & CONSTR.;Beijing;China;2017
1341;107;**;MCCONNELL DOWELL, Hawthorn, Victoria, Australia ;694.0;1262.0;636.0;9;0;2;17;0;23;37;0;0;N;MCCONNELL DOWELL; Hawthorn,Victoria;Australia;2017
1342;108;116;XPCC CONSTRUCTION & ENGINEERING (GROUP) CO., Urumqi, Xinjiang, China†;664.8;4268.5;NA;64;0;0;1;0;6;29;0;0;Y;XPCC CONSTRUCTION & ENGINEERING (GROUP) CO.; Urumqi,Xinjiang;China;2017
1343;109;133;MAPA INSAAT VE TICARET AS, Ankara, Turkey ;662.6;1124.6;120.7;34;0;0;21;0;0;45;0;0;N;MAPA INSAAT VE TICARET AS;Ankara;Turkey;2017
1344;110;101;CALIK ENERJI SAN. VE TIC. AS, Ankara, Turkey†;643.0;643.0;714.5;0;0;100;0;0;0;0;0;0;Y;CALIK ENERJI SAN. VE TIC. AS;Ankara;Turkey;2017
1345;111;106;BAUER AG, Schrobenhausen, Bavaria, Germany†;633.8;1022.3;716.7;29;3;18;9;3;11;23;0;4;Y;BAUER AG; Schrobenhausen,Bavaria;Germany;2017
1346;112;118;TEKFEN CONSTRUCTION AND INSTALLATION CO. INC., Istanbul, Turkey†;623.0;935.0;2493.0;7;0;0;0;0;9;32;52;0;Y;TEKFEN CONSTRUCTION AND INSTALLATION CO. INC.;Istanbul;Turkey;2017
1347;113;108;C.M.C. DI RAVENNA SOCIETE COOPERATIVA, Ravenna, Italy, Italy†;622.9;1136.5;1016.8;1;0;19;29;0;0;43;0;0;Y;C.M.C. DI RAVENNA SOCIETE COOPERATIVA; Ravenna,Italy;Italy;2017
1348;114;123;ATLAS TEXAS CONSTRUCTION AND TRADING INC., Katy, Texas, U.S.A.†;622.0;647.0;435.6;100;0;0;0;0;0;0;0;0;Y;ATLAS TEXAS CONSTRUCTION AND TRADING INC.; Katy,Texas;U.S.A.;2017
1349;115;95;CHINA JIANGSU INT’L ECON.-TECH. COOP . GRP . LTD., Nanjing, Jiangsu, China†;621.5;1875.6;815.4;85;0;0;5;2;0;8;0;0;Y;CHINA JIANGSU INT’L ECON.-TECH. COOP . GRP . LTD.; Nanjing,Jiangsu;China;2017
1350;116;145;ANHUI FOREIGN ECONOMIC CONSTRUCTION (GROUP) CO. LTD., Anhui, China†;601.4;707.2;367.5;60;0;0;1;0;0;39;0;0;Y;ANHUI FOREIGN ECONOMIC CONSTRUCTION (GROUP) CO. LTD.;Anhui;China;2017
1351;117;105;SHANGHAI CONSTRUCTION GROUP , Shanghai, China ;600.5;27853.4;582.3;43;0;4;0;4;3;46;0;0;N;SHANGHAI CONSTRUCTION GROUP;Shanghai;China;2017
1352;118;**;STANTEC INC., Edmonton, Alberta, Canada†;569.0;569.0;341.3;0;0;7;33;59;0;0;0;0;Y;STANTEC INC.; Edmonton,Alberta;Canada;2017
1353;119;113;COMSA CORP ., Barcelona, Catalonia, Spain ;563.0;1137.0;NA;0;0;0;0;0;0;87;0;0;N;COMSA CORP .; Barcelona,Catalonia;Spain;2017
1354;120;147;DIA HOLDING FZCO, Dubai, U.A.E.†;555.8;555.8;NA;100;0;0;0;0;0;0;0;0;Y;DIA HOLDING FZCO;Dubai;U.A.E.;2017
1355;121;178;IMPRESA PIZZAROTTI & C. SPA, Parma, Italy†;554.2;863.8;1119.2;61;0;0;2;0;0;37;0;0;Y;IMPRESA PIZZAROTTI & C. SPA;Parma;Italy;2017
1356;122;61;GRUPO ISOLUX CORSAN SA, Madrid, Spain†;553.9;797.8;782.4;0;0;0;0;1;35;64;0;0;Y;GRUPO ISOLUX CORSAN SA;Madrid;Spain;2017
1357;123;143;SICIM SPA, Busseto (PR), Italy†;538.0;541.0;700.0;0;0;0;0;0;100;0;0;0;Y;SICIM SPA;Busseto (PR);Italy;2017
1358;124;125;SINOPEC ZHONGYUAN PETROLEUM ENGINEERING LTD., Puyang City, China†;535.9;982.2;348.3;0;0;0;0;0;100;0;0;0;Y;SINOPEC ZHONGYUAN PETROLEUM ENGINEERING LTD.;Puyang City;China;2017
1359;125;157;SEMBOL ULUSLARARASI YATIRIM TARIM PEYSAJ INSAAT, Istanbul, Turkey ;521.0;521.0;NA;100;0;0;0;0;0;0;0;0;N;SEMBOL ULUSLARARASI YATIRIM TARIM PEYSAJ INSAAT;Istanbul;Turkey;2017
1360;126;124;CHINA GEO-ENGINEERING CORP ., Beijing, China†;517.3;703.8;679.9;15;0;2;33;1;0;35;0;0;Y;CHINA GEO-ENGINEERING CORP .;Beijing;China;2017
1361;127;131;ZHONGDING INTERNATIONAL ENG’G CO. LTD., Nanching, Jiangxi, China†;514.6;514.6;262.0;68;0;19;0;0;10;1;0;0;Y;ZHONGDING INTERNATIONAL ENG’G CO. LTD.; Nanching,Jiangxi;China;2017
1362;128;146;DOGUS INSAAT VE TICARET AS, Istanbul, Turkey†;512.4;732.0;383.0;0;0;0;0;0;0;100;0;0;Y;DOGUS INSAAT VE TICARET AS;Istanbul;Turkey;2017
1363;129;160;SINOSTEEL EQUIPMENT & ENGINEERING CO. LTD., Beijing, China ;492.3;1006.0;1072.1;0;0;0;0;0;100;0;0;0;N;SINOSTEEL EQUIPMENT & ENGINEERING CO. LTD.;Beijing;China;2017
1364;130;141;KUZU GROUP , Istanbul, Turkey ;475.0;592.2;145.0;100;0;0;0;0;0;0;0;0;N;KUZU GROUP;Istanbul;Turkey;2017
1365;131;168;CHINA WU YI CO. LTD., Fuzhou, Fujian, China†;470.0;1862.0;485.1;31;0;0;3;0;11;53;0;1;Y;CHINA WU YI CO. LTD.; Fuzhou,Fujian;China;2017
1366;132;107;DONGFANG ELECTRIC CORP ., Chengdu, Sichuan, China†;464.7;5291.8;278.5;0;0;100;0;0;0;0;0;0;Y;DONGFANG ELECTRIC CORP .; Chengdu,Sichuan;China;2017
1367;133;119;CHINA HUANQIU CONTRACTING & ENGINEERING CORP . LTD., Beijing, China†;461.9;1596.6;3516.8;0;0;0;0;0;100;0;0;0;Y;CHINA HUANQIU CONTRACTING & ENGINEERING CORP . LTD.;Beijing;China;2017
1368;134;121;YUKSEL INSAAT CO. INC., Ankara, Turkey†;455.2;596.9;542.4;41;0;0;19;0;0;40;0;0;Y;YUKSEL INSAAT CO. INC.;Ankara;Turkey;2017
1369;135;162;TAISEI CORP ., Tokyo, Japan†;454.0;12135.0;44.0;17;0;1;0;0;0;47;0;0;Y;TAISEI CORP .;Tokyo;Japan;2017
1370;136;134;GHELLA SPA, Rome, Italy†;451.0;687.0;246.0;0;0;14;1;4;0;77;0;0;Y;GHELLA SPA;Rome;Italy;2017
1371;137;142;WALBRIDGE, Detroit, Mich., U.S.A.†;451.0;1450.6;179.0;0;100;0;0;0;0;0;0;0;Y;WALBRIDGE; Detroit,Mich.;U.S.A.;2017
1372;138;96;ANDRADE GUTIERREZ ENGENHARIA, Belo Horizonte, Minas Gerais, Brazil ;448.0;1253.0;33.0;14;0;0;9;0;37;40;0;0;N;ANDRADE GUTIERREZ ENGENHARIA; Belo Horizonte,Minas Gerais;Brazil;2017
1373;139;167;CHINA SHANDONG INTERNATIONAL ECO. & TECHN. COOP . GRP ., Jinan, China ;437.1;437.1;315.3;30;0;0;0;0;27;44;0;0;N;CHINA SHANDONG INTERNATIONAL ECO. & TECHN. COOP . GRP .;Jinan;China;2017
1374;140;151;ONUR TAAHHUT TASIMACILIK INSAAT TICARET VE SANAYI, Ankara, Turkey†;433.9;477.9;240.9;0;0;0;0;0;9;55;0;0;Y;ONUR TAAHHUT TASIMACILIK INSAAT TICARET VE SANAYI;Ankara;Turkey;2017
1375;141;249;SHANGHAI ELECTRIC GROUP CO. LTD., Shanghai, China†;432.2;1129.6;2737.9;0;0;100;0;0;0;0;0;0;Y;SHANGHAI ELECTRIC GROUP CO. LTD.;Shanghai;China;2017
1376;142;115;BEIJING CONSTRUCTION ENGINEERING GROUP CO. LTD., Beijing, China†;429.9;7178.9;645.5;95;0;0;1;0;0;3;0;0;Y;BEIJING CONSTRUCTION ENGINEERING GROUP CO. LTD.;Beijing;China;2017
1377;143;150;JIANGSU NANTONG SANJIAN CONSTR. GROUP CO., Haimen, Jiangsu, China†;428.8;8370.0;NA;100;0;0;0;0;0;0;0;0;Y;JIANGSU NANTONG SANJIAN CONSTR. GROUP CO.; Haimen,Jiangsu;China;2017
1378;144;165;PUNJ LLOYD LTD., Gurgaon, Haryana, India†;428.0;698.0;48.0;0;0;0;0;0;100;0;0;0;Y;PUNJ LLOYD LTD.; Gurgaon,Haryana;India;2017
1379;145;140;PER AARSLEFF A/S, Viby J, Denmark†;425.9;1560.7;421.7;0;49;6;0;1;0;44;0;0;Y;PER AARSLEFF A/S;Viby J;Denmark;2017
1380;146;183;YANJIAN GROUP CO. LTD., Yantai, Shandong, China†;419.7;1717.0;382.6;63;10;6;0;0;9;8;0;0;Y;YANJIAN GROUP CO. LTD.; Yantai,Shandong;China;2017
1381;147;127;ANHUI CONSTRUCTION ENGINEERING GROUP CO. LTD., Hefei, Anhui, China†;416.4;7680.0;46.9;76;0;0;3;5;0;16;0;0;Y;ANHUI CONSTRUCTION ENGINEERING GROUP CO. LTD.; Hefei,Anhui;China;2017
1382;148;188;CADDELL CONSTRUCTION CO. (DE) LLC, Montgomery, Ala., U.S.A. ;414.7;576.3;603.8;100;0;0;0;0;0;0;0;0;N;CADDELL CONSTRUCTION CO. (DE) LLC; Montgomery,Ala.;U.S.A.;2017
1383;149;153;SHENYANG YUANDA ALUMINUM INDUS. ENG’G CO. LTD., Shenyang, China†;412.8;1102.7;528.1;97;0;0;0;0;0;3;0;0;Y;SHENYANG YUANDA ALUMINUM INDUS. ENG’G CO. LTD.;Shenyang;China;2017
1384;150;130;CHINA HENAN INT’L COOP . GROUP CO. LTD., Zhengzhou, Henan, China ;404.8;404.8;1054.6;0;0;1;6;9;0;84;0;0;N;CHINA HENAN INT’L COOP . GROUP CO. LTD.; Zhengzhou,Henan;China;2017
1385;151;148;NUROL CONSTRUCTION AND TRADING CO. INC., Istanbul, Turkey†;392.9;1128.4;14.3;71;0;0;4;0;0;25;0;0;Y;NUROL CONSTRUCTION AND TRADING CO. INC.;Istanbul;Turkey;2017
1386;152;156;SENER INGENIERÌA Y SISTEMAS SA, Las Arenas (Getxo), Vizcaya, Spain†;392.1;406.4;504.6;0;17;65;0;0;18;0;0;0;Y;SENER INGENIERÌA Y SISTEMAS SA; Las Arenas (Getxo),Vizcaya;Spain;2017
1387;153;144;SHANGHAI URBAN CONSTRUCTION (GROUP) CORP ., Shanghai, China†;388.4;5420.1;805.3;0;10;0;0;0;0;90;0;0;Y;SHANGHAI URBAN CONSTRUCTION (GROUP) CORP .;Shanghai;China;2017
1388;154;**;GULSAN CONSTRUCTION, Ankara, Turkey ;380.8;849.5;NA;0;0;0;0;0;0;100;0;0;N;GULSAN CONSTRUCTION;Ankara;Turkey;2017
1389;155;**;GRUPO EMPRESARIAL SAN JOSE SA, Madrid, Spain†;380.7;646.3;421.9;86;3;0;0;0;0;11;0;0;Y;GRUPO EMPRESARIAL SAN JOSE SA;Madrid;Spain;2017
1390;156;138;ILK CONSTRUCTION, Istanbul, Turkey ;376.8;376.8;27.7;27;0;0;0;0;66;7;0;0;N;ILK CONSTRUCTION;Istanbul;Turkey;2017
1391;157;149;BLACK & VEATCH, Overland Park, Kan., U.S.A.†;363.3;1637.1;74.1;0;0;36;5;31;28;0;0;0;Y;BLACK & VEATCH; Overland Park,Kan.;U.S.A.;2017
1392;158;173;ESER CONTRACTING, Ankara, Turkey ;360.8;363.8;NA;37;0;0;4;2;0;57;0;0;N;ESER CONTRACTING;Ankara;Turkey;2017
1393;159;186;YUNNAN CONSTRUCTION & INVEST. HOLDING GROUP CO., Kunming, China†;355.7;355.7;308.5;82;0;3;1;0;5;8;0;0;Y;YUNNAN CONSTRUCTION & INVEST. HOLDING GROUP CO.;Kunming;China;2017
1394;160;176;SINOPEC OILFIELD SERVICE SHENGLI CORP ., Dongying, Shandong, China ;344.3;1221.1;189.0;0;0;0;0;0;100;0;0;0;N;SINOPEC OILFIELD SERVICE SHENGLI CORP .; Dongying,Shandong;China;2017
1395;161;139;GILBANE BUILDING CO., Providence, R.I., U.S.A. ;343.2;4677.1;805.5;41;0;0;0;0;51;2;6;0;N;GILBANE BUILDING CO.; Providence,R.I.;U.S.A.;2017
1396;162;155;GAMA, Ankara, Turkey†;337.9;803.0;385.2;1;0;75;2;0;21;0;0;0;Y;GAMA;Ankara;Turkey;2017
1397;163;179;CHINA NATIONAL COMPLETE PLANT IMP . & EXP . CORP ., Beijing, China†;335.2;335.2;713.4;27;0;0;0;0;73;0;0;0;Y;CHINA NATIONAL COMPLETE PLANT IMP . & EXP . CORP .;Beijing;China;2017
1398;164;114;METKA, Marousi, Greece†;333.9;464.2;249.2;0;0;98;0;0;0;0;0;0;Y;METKA;Marousi;Greece;2017
1399;165;158;STFA CONSTRUCTION GROUP , Istanbul, Turkey ;333.7;359.8;481.4;0;0;0;0;1;0;92;0;0;N;STFA CONSTRUCTION GROUP;Istanbul;Turkey;2017
1400;166;**;TEPE INSAAT SANAYI AS, Ankara, Turkey†;333.5;399.0;NA;12;0;0;0;0;52;36;0;0;Y;TEPE INSAAT SANAYI AS;Ankara;Turkey;2017
1401;167;169;KAYI INSAAT SANAYI VE TICARET AS, Istanbul, Turkey†;321.3;341.3;350.0;88;0;0;0;0;12;0;0;0;Y;KAYI INSAAT SANAYI VE TICARET AS;Istanbul;Turkey;2017
1402;168;174;ESTA INSAAT SANAYI LOJISTIK VE DIS TIC. ANONIM SIRKETI, Istanbul, Turkey ;318.3;318.3;128.5;100;0;0;0;0;0;0;0;0;N;ESTA INSAAT SANAYI LOJISTIK VE DIS TIC. ANONIM SIRKETI;Istanbul;Turkey;2017
1403;169;**;WOOD GROUP , Houston, Texas, U.S.A.†;317.4;1499.6;289.5;0;0;0;0;0;99;0;0;0;Y;WOOD GROUP; Houston,Texas;U.S.A.;2017
1404;170;191;TTCL PUBLIC CO. LTD., Bangkok, Thailand†;317.0;488.0;NA;0;0;11;25;0;64;0;0;0;Y;TTCL PUBLIC CO. LTD.;Bangkok;Thailand;2017
1405;171;**;CHINA NUCLEAR ENGINEERING CORP . LTD., Beijing, China†;316.0;4923.8;1247.2;16;0;50;0;1;21;7;0;0;Y;CHINA NUCLEAR ENGINEERING CORP . LTD.;Beijing;China;2017
1406;172;203;LOTTE ENGINEERING & CONSTRUCTION CO. LTD., Seoul, S. Korea†;302.6;4039.6;189.5;17;0;18;0;0;47;18;0;0;Y;LOTTE ENGINEERING & CONSTRUCTION CO. LTD.;Seoul;S. Korea;2017
1407;173;180;COMBINED GROUP CONTRACTING CO. (K.S.C.), Safat, Kuwait ;301.5;757.2;310.4;70;0;0;0;0;0;30;0;0;N;COMBINED GROUP CONTRACTING CO. (K.S.C.);Safat;Kuwait;2017
1408;174;215;THE WALSH GROUP LTD., Chicago, Ill., U.S.A.†;298.6;5052.2;281.5;57;0;0;0;16;0;25;0;2;Y;THE WALSH GROUP LTD.; Chicago,Ill.;U.S.A.;2017
1409;175;182;IC ICTAS INSAAT SANAYI VE TICARET AS, Istanbul, Turkey†;285.7;917.5;NA;0;0;0;0;0;0;100;0;0;Y;IC ICTAS INSAAT SANAYI VE TICARET AS;Istanbul;Turkey;2017
1410;176;193;ASLAN YAPI VE TICARET AS, Ankara, Turkey ;273.0;275.2;85.3;100;0;0;0;0;0;0;0;0;N;ASLAN YAPI VE TICARET AS;Ankara;Turkey;2017
1411;177;**;SHANGDONG DEJIAN GROUP CO. LTD., Dezhou City, Shandong, China ;270.3;752.2;29.6;88;0;0;0;0;11;0;0;0;N;SHANGDONG DEJIAN GROUP CO. LTD.; Dezhou City,Shandong;China;2017
1412;178;159;MOHAMMED ABDULMOHSIN AL-KHARAFI WLL, Kuwait City, Kuwait†;268.7;738.5;262.0;13;0;0;32;22;0;31;0;0;Y;MOHAMMED ABDULMOHSIN AL-KHARAFI WLL;Kuwait City;Kuwait;2017
1413;179;185;NANTONG CONSTRUCTION GROUP CO. LTD., Nantong, Jiangsu, China†;264.2;2414.3;41.2;91;0;0;0;0;9;0;0;0;Y;NANTONG CONSTRUCTION GROUP CO. LTD.; Nantong,Jiangsu;China;2017
1414;180;171;BEIJING URBAN CONSTRUCTION GROUP CO. LTD., Beijing, China†;263.6;9653.0;485.1;69;0;0;0;3;2;26;0;0;Y;BEIJING URBAN CONSTRUCTION GROUP CO. LTD.;Beijing;China;2017
1415;181;194;CHINA DALIAN INT’L ECO. & TECH. COOP . GRP . LTD., Dalian, Liaoning, China†;259.5;284.0;90.9;26;0;0;0;0;5;69;0;0;Y;CHINA DALIAN INT’L ECO. & TECH. COOP . GRP . LTD.; Dalian,Liaoning;China;2017
1416;182;152;GYM (GRANA Y MONTERO), Lima, Peru ;254.0;1185.0;211.0;3;0;0;0;0;38;0;0;0;N;GYM (GRANA Y MONTERO);Lima;Peru;2017
1417;183;187;KINDEN CORP ., Tokyo, Japan ;253.0;4296.0;NA;23;32;1;4;4;16;3;0;18;N;KINDEN CORP .;Tokyo;Japan;2017
1418;184;175;HAZAMA ANDO CORP ., Tokyo, Japan ;249.0;3351.0;NA;8;64;0;5;0;9;13;0;0;N;HAZAMA ANDO CORP .;Tokyo;Japan;2017
1419;185;204;JIANGSU NANTONG LIUJIAN CONSTR. GROUP CO., Rugao City, Jiangsu, China†;241.5;4576.4;107.0;100;0;0;0;0;0;0;0;0;Y;JIANGSU NANTONG LIUJIAN CONSTR. GROUP CO.; Rugao City,Jiangsu;China;2017
1420;186;217;METAG INSAAT TICARET AS, Ankara, Turkey ;235.3;270.0;64.1;4;14;0;0;0;0;82;0;0;N;METAG INSAAT TICARET AS;Ankara;Turkey;2017
1421;187;206;SMK GROUP , Ankara, Turkey ;235.3;285.5;64.1;4;0;0;14;0;0;82;0;0;N;SMK GROUP;Ankara;Turkey;2017
1422;188;190;STRUCTURE TONE, New York, N.Y., U.S.A.†;227.1;4010.6;198.0;77;0;0;0;0;0;0;0;23;Y;STRUCTURE TONE; New York,N.Y.;U.S.A.;2017
1423;189;154;SSANGYONG ENGINEERING & CONSTRUCTION CO. LTD., Seoul, S. Korea†;227.0;704.0;438.0;65;0;0;0;0;0;35;0;0;Y;SSANGYONG ENGINEERING & CONSTRUCTION CO. LTD.;Seoul;S. Korea;2017
1424;190;222;AE ARMA-ELECTROPANC, Istanbul, Turkey†;226.7;262.8;109.1;77;0;0;0;0;0;23;0;0;Y;AE ARMA-ELECTROPANC;Istanbul;Turkey;2017
1425;191;228;BARNARD CONSTRUCTION CO. INC., Bozeman, Mont., U.S.A.†;220.9;617.0;NA;0;0;100;0;0;0;0;0;0;Y;BARNARD CONSTRUCTION CO. INC.; Bozeman,Mont.;U.S.A.;2017
1426;192;221;MATRIX SERVICE CO., Tulsa, Okla., U.S.A.†;217.8;1323.5;NA;0;0;78;0;0;22;0;0;0;Y;MATRIX SERVICE CO.; Tulsa,Okla.;U.S.A.;2017
1427;193;196;CHINA GANSU INT’L CORP . FOR ECO. & TECHN. COOP ., Lanzhou, China†;216.3;261.2;372.7;41;0;2;0;0;29;28;0;0;Y;CHINA GANSU INT’L CORP . FOR ECO. & TECHN. COOP .;Lanzhou;China;2017
1428;194;195;SUMMA TURIZM YATIRIMCILIGI AS, Ankara, Turkey†;210.9;210.9;153.0;75;0;0;0;0;0;25;0;0;Y;SUMMA TURIZM YATIRIMCILIGI AS;Ankara;Turkey;2017
1429;195;126;ALBERICI-FLINTCO, St. Louis, Mo., U.S.A.†;210.3;2003.8;277.5;3;4;1;5;1;85;2;0;0;Y;ALBERICI-FLINTCO; St. Louis,Mo.;U.S.A.;2017
1430;196;200;BAYBURT GRUP AS, Ankara, Turkey†;206.3;790.9;NA;0;0;0;0;0;0;100;0;0;Y;BAYBURT GRUP AS;Ankara;Turkey;2017
1431;197;177;ICM SPA IMPRESA COSTRUZIONI MALTAURO, Vicenza, Italy ;204.0;346.9;398.8;66;0;0;4;0;0;30;0;0;N;ICM SPA IMPRESA COSTRUZIONI MALTAURO;Vicenza;Italy;2017
1432;198;**;CENTURI CONSTRUCTION GROUP , Phoenix, Ariz., U.S.A.†;203.9;1139.1;166.2;0;0;0;0;5;95;0;0;0;Y;CENTURI CONSTRUCTION GROUP; Phoenix,Ariz.;U.S.A.;2017
1433;199;192;SUMITOMO MITSUI CONSTRUCTION CO. LTD., Tokyo, Japan†;201.4;2724.9;170.6;5;20;0;13;0;0;61;0;0;Y;SUMITOMO MITSUI CONSTRUCTION CO. LTD.;Tokyo;Japan;2017
1434;200;231;ANEL ELEKTRIK, Istanbul, Turkey†;198.7;216.1;324.0;7;0;1;0;0;0;93;0;0;Y;ANEL ELEKTRIK;Istanbul;Turkey;2017
1435;201;198;PETRO. PROJECTS & TECH. CONSULTATIONS CO. (PETROJET), Cairo, Egypt ;192.7;1154.3;192.7;14;0;0;0;0;79;0;0;0;N;PETRO. PROJECTS & TECH. CONSULTATIONS CO. (PETROJET);Cairo;Egypt;2017
1436;202;211;YANTAI INT’L ECO. & TECHN. COOP . GRP . CO. LTD., Yantai, Shandong, China†;183.7;274.7;210.0;100;0;0;0;0;0;0;0;0;Y;YANTAI INT’L ECO. & TECHN. COOP . GRP . CO. LTD.; Yantai,Shandong;China;2017
1437;203;213;CHONGQING INT’L CONSTRUCTION CORP ., Chongqing, China†;182.7;642.7;261.1;4;0;0;1;1;0;94;0;0;Y;CHONGQING INT’L CONSTRUCTION CORP .;Chongqing;China;2017
1438;204;**;MORTENSON CONSTRUCTION, Minneapolis, Minn., U.S.A.†;179.5;3816.6;12.7;0;0;100;0;0;0;0;0;0;Y;MORTENSON CONSTRUCTION; Minneapolis,Minn.;U.S.A.;2017
1439;205;239;DCK WORLDWIDE LLC, Pittsburgh, Pa., U.S.A.†;175.6;275.7;165.7;100;0;0;0;0;0;0;0;0;Y;DCK WORLDWIDE LLC; Pittsburgh,Pa.;U.S.A.;2017
1440;206;226;YENIGUN CONSTRUCTION INDUSTRY AND COMMERCE INC., Ankara, Turkey†;173.8;497.6;52.0;79;0;0;0;0;16;5;0;0;Y;YENIGUN CONSTRUCTION INDUSTRY AND COMMERCE INC.;Ankara;Turkey;2017
1441;207;223;TUTOR PERINI CORP ., Sylmar, Calif., U.S.A.†;170.7;5711.9;86.6;42;0;0;0;0;0;58;0;0;Y;TUTOR PERINI CORP .; Sylmar,Calif.;U.S.A.;2017
1442;208;**;BARTON MALOW CO., Southfield, Mich., U.S.A. ;170.0;2425.5;8.6;0;98;2;0;0;0;0;0;0;N;BARTON MALOW CO.; Southfield,Mich.;U.S.A.;2017
1443;209;**;GRAHAM, Calgary, Alberta, Canada†;163.0;1655.0;63.0;79;3;0;0;0;2;17;0;0;Y;GRAHAM; Calgary,Alberta;Canada;2017
1444;210;218;ZHEJIANG COMMUNICATIONS CONSTRUCTION GROUP CO., Hangzhou, China†;161.6;2145.5;414.9;0;0;0;4;0;0;96;0;0;Y;ZHEJIANG COMMUNICATIONS CONSTRUCTION GROUP CO.;Hangzhou;China;2017
